    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      1.00      2.00      3.00      8.00     14.00      4.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      2.00     12.00     28.00     15.00     21.00      8.00      6.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      1.00     12.00     57.00     72.00     58.00     39.00     45.00     20.00      8.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      2.00      4.00     38.00     82.00     83.00     72.00     74.00     89.00     58.00     30.00      4.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00     34.00     94.00    147.00     74.00     60.00     41.00     46.00     68.00     37.00     10.00      1.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      1.00     67.00    193.00     91.00     53.00     94.00     46.00     44.00     40.00     37.00     15.00      2.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      2.00     63.00     97.00    107.00     70.00     90.00     80.00     71.00     60.00    164.00     23.00      9.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00     35.00     40.00    144.00    171.00     67.00     36.00     31.00     36.00     58.00     78.00     32.00     12.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      8.00     37.00     69.00    115.00     54.00     61.00     27.00     58.00     79.00    139.00     39.00     18.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      1.00      2.00     41.00     71.00    345.00     63.00     35.00     51.00    249.00    130.00    181.00     75.00     10.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      2.00      1.00     62.00     98.00    264.00     98.00     33.00     64.00    149.00    184.00    151.00     26.00      2.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      3.00      1.00      7.00     71.00    146.00     93.00    114.00    158.00    197.00    138.00     52.00      9.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00     16.00     63.00     91.00    120.00    154.00    121.00     84.00     25.00      5.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      6.00     35.00     81.00     60.00     86.00     41.00     20.00      3.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     14.00     23.00     15.00      4.00      3.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00  
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00  
