0 416.829685
100 415.534414
200 414.768373
300 390.557965
400 377.610502
500 390.432857
600 391.494885
700 393.438942
800 379.001840
900 379.105898
1000 379.126623
1100 358.631510
1200 366.957595
1300 373.927761
1400 370.699254
1500 360.252897
1600 364.911371
1700 368.507821
1800 365.765873
1900 363.977377
2000 367.539802
2100 367.223105
2200 389.273528
2300 394.928170
2400 381.127135
2500 368.032283
2600 377.408732
2700 361.073632
2800 368.981776
2900 369.576564
3000 339.536416
3100 340.999298
3200 336.805589
3300 314.941262
3400 315.281539
3500 309.245671
3600 316.066706
3700 326.481199
3800 321.338462
3900 320.838379
4000 317.479346
4100 296.999938
4200 297.018085
4300 287.237384
4400 284.225991
4500 271.982487
4600 263.198892
4700 271.811505
4800 262.471663
4900 259.137234
5000 246.808224
5100 241.174023
5200 241.870636
5300 259.161114
5400 243.644040
5500 251.679451
5600 239.745919
5700 232.974583
5800 226.297261
5900 232.241985
6000 234.252269
6100 234.543401
6200 230.954872
6300 230.152644
6400 217.975451
6500 232.033914
6600 228.717120
6700 233.452441
6800 226.928673
6900 225.074676
7000 226.344174
7100 214.999556
7200 219.857753
7300 230.951717
7400 231.176213
7500 244.736454
7600 233.241307
7700 236.562401
7800 230.906167
7900 227.169852
8000 242.495803
8100 247.939418
8200 234.717010
8300 228.181395
8400 215.937351
8500 209.526603
8600 221.051482
8700 226.820061
8800 216.030757
8900 222.339258
9000 234.296830
9100 232.608568
9200 242.563258
9300 247.703401
9400 243.730549
9500 235.231125
9600 234.928459
9700 244.708365
9800 236.875135
9900 237.975489
10000 240.912325
10100 243.573635
10200 250.947267
10300 250.906180
10400 244.357947
10500 255.945508
10600 232.541775
10700 249.483083
10800 236.396758
10900 241.281323
11000 236.013060
11100 221.712415
11200 228.290394
11300 239.853460
11400 228.730160
11500 226.553427
11600 224.536416
11700 238.784154
11800 232.720688
11900 219.575748
12000 210.669265
12100 215.692150
12200 220.338600
12300 210.623438
12400 218.716678
12500 231.074617
12600 244.185606
12700 232.684160
12800 248.825958
12900 245.960511
13000 234.357582
13100 239.155248
13200 239.552747
13300 224.850864
13400 230.809806
13500 229.973398
13600 229.421647
13700 229.075147
13800 224.297320
13900 223.418664
14000 212.437002
14100 201.879390
14200 191.454428
14300 204.288465
14400 200.177153
14500 208.537981
14600 200.648478
14700 204.208588
14800 195.074677
14900 198.045336
15000 205.213309
15100 200.394499
15200 200.284226
